"Pos","Driver","Location","Region","Club","Starts","Wins","Avg Start","Avg Finish","Avg Pts per Race","Top 25%","Avg Field Size","Laps","Laps Lead","Avg Inc","Class","iRating","ttRating","Club Pts","Total Pts","CustId"
"134","Carlos Cabral","PT","Region 4","Iberia","84","14","9","7","52","31","16","2778","363","5.27","C 3.41","2500","1360","27","4384","151589"
"135","Kevin A Brooks","US","Region 1","Florida","38","4","7","7","66","13","17","1269","63","4.05","C 3.41","2197","813","20","2490","379794"
"136","Thomas Miller13","US","Region 1","Carolina","52","7","6","8","62","20","18","1326","153","3.04","C 3.41","2277","1350","28","3207","406478"
"137","Norbi Kiss","HU","Region 4","Central-Eastern Europe","27","9","7","6","84","15","16","1024","289","4.15","C 3.40","2402","1350","148","2259","59638"
"138","Teagan Atkins","US","N/A","New England","528","37","7","7","64","127","14","21685","1589","5.11","C 3.40","2717","1354","1347","34015","250725"
"139","Zach Edelman","US","Region 1","Florida","466","12","11","10","38","88","18","16127","564","4.79","C 3.40","2015","1287","695","17775","290901"
"140","Kyle Stokes","AU","Region 1","Australia/NZ","32","2","6","6","59","12","16","1028","56","4.03","C 3.39","2048","1296","62","1872","211587"
"141","Eero Nomm","EE","N/A","Central-Eastern Europe","37","5","5","6","77","17","17","1436","262","2.97","C 3.38","2439","1301","45","2840","85279"
"142","Kyle Williams4","US","Region 4","Pennsylvania","156","5","6","8","55","30","15","7250","469","3.77","C 3.38","2119","1328","212","8582","124301"
"143","Ben Wheeler","US","Region 5","New England","49","2","7","6","59","16","13","1260","102","2.98","C 3.38","2144","1350","109","2893","258790"
"144","Anthony DiMaggio","US","Region 1","New York","387","19","9","10","66","85","18","12866","692","4.39","C 3.38","2232","1367","974","25509","292581"
"145","Alejandro J Martín","ES","Region 4","Iberia","38","5","7","6","53","14","14","1065","132","3.89","C 3.38","2013","1350","8","2014","296822"
"146","David Grafton","US","N/A","West","141","8","7","8","54","31","16","4283","156","3.6","C 3.37","2094","1302","194","7548","178519"
"147","Jorge Soligo","BR","Region 3","Brazil","30","4","8","7","64","12","18","952","119","3.9","C 3.37","2113","1350","33","1932","275363"
"148","Ryan Maximus Walker","CA","Region 2","Canada","36","0","9","7","59","5","16","1033","0","3.47","C 3.37","2014","1350","21","2132","370453"
"149","Brett Moffitt","US","Region 2","Midwest","50","7","6","7","57","16","14","1554","245","3.4","C 3.36","2220","1332","65","2874","24589"
"150","Victor Wagner","US","N/A","Mid-South","754","38","10","11","75","173","21","26423","1353","3.82","C 3.36","2350","1350","864","56878","293104"
"151","Hoang Do","US","Region 2","Ohio","121","11","5","7","61","44","17","3167","450","2.79","C 3.36","2357","1350","21","7331","328924"
"152","Jay Bart Cornelisse","NL","Region 5","Benelux","191","8","8","8","51","40","15","4079","162","3.7","C 3.35","2121","1350","227","9654","90641"
"153","James Osborne4","GB","Region 3","UK and I","102","18","7","7","46","38","14","2434","344","3.17","C 3.35","2067","1350","55","4688","230081"
"154","Austin Banas","US","Region 2","Ohio","445","36","9","11","57","114","20","14591","1749","5.05","C 3.35","2276","1309","196","25303","325637"
"155","Don Nickel","CA","Region 2","Canada","217","20","5","7","51","47","13","7714","1180","3.8","C 3.34","2305","1350","261","11062","348105"
"156","Jory Fleischauer","US","Region 2","Midwest","113","7","6","7","73","26","14","5077","393","4.35","C 3.33","2331","1592","347","8205","29185"
"157","Zach Rearden","US","Region 3","Georgia","29","7","10","6","64","14","15","1309","260","3.86","C 3.33","2054","1350","108","1862","61310"
"158","Bill Swyers","CA","Region 2","Canada","121","6","8","8","58","28","16","2933","106","4.22","C 3.33","2362","1250","18","7016","294953"
"159","Enzo Bonito","IT","Region 6","Italy","101","27","4","8","54","42","16","2802","1286","3.8","C 3.32","2057","1317","358","5435","67157"
"160","Jason Brizic","US","Region 3","West","1554","70","9","10","57","311","19","63558","3039","4.29","C 3.31","2037","1278","5708","88210","94126"
"161","Mike D Morrow","US","Region 1","Florida","56","4","6","7","62","19","16","1618","118","4.16","C 3.31","2082","1350","39","3449","145175"
"162","Adam Tams","US","Region 5","Illinois","137","23","7","6","61","58","15","4643","982","4.74","C 3.31","2651","1184","114","8352","145550"
"163","Ethan Bill","US","Region 6","New Jersey","123","20","6","7","44","42","15","2805","563","6.41","C 3.31","2330","1350","202","5424","306193"
"164","Tracey Goossen","US","Region 1","California Club","515","31","10","10","58","125","19","16439","995","4.82","C 3.30","2049","1295","357","29741","79422"
"165","George Arutunyan","RU","Region 4","Central-Eastern Europe","60","3","8","8","57","18","17","1734","88","4.2","C 3.30","2007","1350","70","3426","421458"
"166","Michael Haggar","US","Region 3","Midwest","48","12","5","7","64","19","16","1614","422","4.15","C 3.29","2229","1350","20","3063","209740"
"167","Levi Cox4","US","N/A","Virginias","212","19","8","10","75","63","20","7845","738","4.03","C 3.29","2627","1350","204","15990","301306"
"168","Iago Nogueira","BR","Region 3","Brazil","50","6","6","8","55","16","17","1470","155","4.8","C 3.29","2035","1367","25","2770","402116"
"169","Albert Kaiser","US","Region 2","New York","105","9","7","6","67","26","13","4202","356","2.98","C 3.28","2413","1336","246","7064","56780"
"170","Doug Henson","US","Region 6","Michigan","28","5","7","5","70","12","13","1107","354","3.14","C 3.28","2255","1585","116","1958","131325"
"171","Mitchell Hewitt","AU","Region 1","Australia/NZ","65","17","5","5","63","32","13","1663","547","3.48","C 3.28","2670","1326","140","4105","199074"
"172","Zach Greer","US","Region 3","Midwest","418","34","8","9","52","100","17","13446","1407","4.83","C 3.28","2951","1350","762","21553","202868"
"173","Brendon J Turner","US","Region 5","New England","286","64","6","9","52","115","17","4622","1503","4.15","C 3.26","2505","1350","24","15012","333623"
"174","Matt Brister","US","Region 3","Texas","117","8","12","8","52","32","17","2059","119","3.71","C 3.26","2286","1350","18","6108","347008"
"175","Kevin Vaughn","US","Region 3","Texas","107","13","6","6","58","30","13","3885","340","2.81","C 3.25","2366","1383","209","6242","72528"
"176","Brett Perry","US","Region 1","Mid-South","135","17","7","8","40","41","15","3608","606","4.05","C 3.25","2087","1350","135","5454","344963"
"177","Marco Gabriele Nesi","IT","N/A","Italy","31","9","9","7","50","15","15","834","268","4.61","C 3.24","2001","1299","60","1560","110992"
"178","Brian Doell","CA","Region 2","Canada","94","2","11","9","54","14","17","3795","165","6.21","C 3.24","2098","1290","178","5105","162762"
"179","Jon Puleo","US","Region 5","New England","266","31","7","7","50","74","13","7723","1475","2.72","C 3.24","2016","1350","457","13275","300390"
"180","Kerry Hollingsworth","US","Region 1","Carolina","264","59","7","8","69","129","17","6670","1388","4.42","C 3.24","2726","1350","65","18089","361801"
"181","Brent Allen","US","Region 1","Carolina","194","2","9","10","51","48","18","6851","111","4.12","C 3.24","2217","1350","103","9817","390879"
"182","Jean-Philippe Gendron","CA","Region 2","Canada","43","4","8","8","66","17","18","1270","73","5.77","C 3.23","2246","1350","32","2824","102169"
"183","Alberto Rodríguez","ES","N/A","Iberia","55","3","8","6","59","24","16","1717","140","4.98","C 3.23","2206","1350","18","3235","234868"
"184","Corey Williams","US","Region 1","Carolina","162","19","5","6","71","56","12","4771","825","2.16","C 3.21","2774","1306","70","11451","36790"
"185","Patrick Thomas","US","Region 1","Florida","1081","54","7","8","58","188","14","44716","2876","3.74","C 3.20","2181","1484","1792","62551","29279"
"186","Carie Crenner","US","N/A","New England","1464","76","8","9","41","312","17","48326","3515","6.97","C 3.19","2508","1359","1529","60400","212906"
"187","Frederik Kjeldgaard Jørgensen","DK","Region 7","Scandinavia","52","8","5","6","61","24","16","1693","359","4.29","C 3.19","2048","1350","0","3152","345249"
"188","Vincent Torres","FR","Region 5","France","78","6","9","7","62","26","17","3034","89","3.65","C 3.18","2274","1327","212","4870","281907"
"189","Jack Healy","US","Region 2","California Club","194","9","11","9","40","48","17","3807","190","4.2","C 3.16","2022","1350","228","7722","224044"
"190","Miroslaw Nastalczyk","GB","Region 3","UK and I","48","4","9","7","63","22","17","1335","134","4.13","C 3.16","2288","1228","39","3001","350705"
"191","Matt Smith11","NZ","Region 1","Australia/NZ","51","10","6","6","61","24","16","1450","375","4.41","C 3.14","2194","1350","55","3088","285215"
"192","Scott Phillips","US","Region 2","West","190","24","7","9","59","73","17","5913","1012","4.17","C 3.12","2615","1600","392","11283","23625"
"193","Kyle B Scisco","US","Region 6","New Jersey","636","70","6","8","56","190","15","19269","3381","5.83","C 3.11","2669","1290","2030","35798","110893"
"194","Tony J. Santaclara","ES","Region 4","Iberia","57","7","5","6","74","26","17","1385","102","3.93","C 3.08","2811","1350","73","4228","350268"
"195","Jordan Rae","AU","Region 1","Australia/NZ","297","67","4","5","62","105","12","6885","1826","3.74","C 3.05","2354","1300","785","18285","265406"
"196","Tyler Green7","US","Region 5","New England","64","5","9","9","52","19","18","1893","164","5.8","C 3.05","2003","1350","65","3350","279833"
"197","Chris Daines","GB","Region 3","UK and I","141","21","7","9","67","58","18","4947","776","4.75","C 3.03","2958","1350","575","9402","296453"
"198","James Edwards","US","Region 1","Carolina","963","170","5","5","86","356","11","40034","6816","3.18","C 3.02","2336","982","2759","83001","26053"
"199","Johnny Dressler","US","Region 1","Carolina","884","111","7","7","64","324","14","31336","4780","4.06","C 2.98","2661","1161","2857","56869","142876"
"200","Remi Dupont","FR","N/A","France","183","9","10","9","54","29","16","4897","148","4.19","C 2.98","2232","1339","335","9914","200963"
"201","Peter Sharrocks","GB","N/A","UK and I","124","5","12","8","48","26","16","3187","69","2.52","C 2.96","2273","1264","265","5980","159478"
