"Pos","Driver","Location","Region","Club","Starts","Wins","Avg Start","Avg Finish","Avg Pts per Race","Top 25%","Avg Field Size","Laps","Laps Lead","Avg Inc","Class","iRating","ttRating","Club Pts","Total Pts","CustId"
"202","Jimmy Bigum","DK","Region 7","Scandinavia","19","1","7","6","67","5","15","847","40","2.84","C 2.95","2013","1401","12","1276","39345"
"203","Dave Oliver","AU","Region 1","Australia/NZ","233","8","11","8","64","49","16","6573","169","4.85","C 2.95","2952","1356","547","15019","48161"
"204","Maciek Sakowicz","GB","Region 4","Central-Eastern Europe","63","6","9","7","55","18","15","1551","82","3.62","C 2.95","2105","1350","192","3451","129967"
"205","Jared Annis","US","N/A","New England","415","24","7","9","45","100","18","12846","1141","5.38","C 2.95","2003","1350","632","18558","257542"
"206","Carl Shedd2","US","Region 3","Texas","27","5","8","6","78","13","17","862","101","2.59","C 2.94","2367","1350","70","2110","148536"
"207","Anthony Propst2","US","Region 1","Carolina","30","3","8","6","68","10","15","1035","37","2.67","C 2.94","2210","1340","2","2028","372194"
"208","Tom Hart","GB","Region 3","UK and I","187","22","6","7","51","55","15","4467","621","3.42","C 2.93","2383","1214","28","9591","101284"
"209","Sam Sutton","AU","Region 1","Australia/NZ","143","5","10","8","50","38","16","5003","213","4.03","C 2.93","2072","1304","417","7218","104815"
"210","Nicholas Wren","GB","Region 3","UK and I","43","8","7","7","71","25","19","1231","275","3.6","C 2.93","2461","1350","67","3032","207899"
"211","Christophe Herbigneaux","BE","Region 5","Benelux","34","9","4","6","73","20","18","944","333","4.06","C 2.92","2387","1332","133","2493","335473"
"212","Luke Crouse","CA","N/A","Canada","176","9","7","7","77","39","13","4225","250","2.82","C 2.91","2596","1324","549","13502","194772"
"213","Nick Cummings","NZ","N/A","Australia/NZ","41","4","6","5","59","11","13","995","92","3.02","C 2.89","2279","1325","123","2399","243402"
"214","JuanRa Carrillo","ES","Region 4","Iberia","84","21","5","5","63","42","15","2731","706","3.99","C 2.89","2631","1350","149","5326","392607"
"215","Jason Adams","US","N/A","Texas","23","1","7","6","64","4","15","663","35","2.74","C 2.88","2109","1600","76","1476","38979"
"216","Grant Griesbach","US","Region 3","Midwest","541","33","8","9","59","118","17","19404","1729","5.99","C 2.87","2652","1274","1540","31939","148547"
"217","Marcelo l Canoff","BR","Region 3","Brazil","40","1","10","7","68","13","17","1192","48","3.25","C 2.85","2249","1350","84","2725","240444"
"218","Mike Lliteras","US","Region 1","Florida","93","6","7","7","53","18","12","3481","234","6.05","C 2.84","2188","1285","232","4907","25087"
"219","Steven Hancock","US","Region 1","Mid-South","239","18","6","7","54","53","14","8752","903","3.68","C 2.84","2151","1622","573","12830","102144"
"220","Tamas Buzas","HU","N/A","Central-Eastern Europe","36","2","7","7","64","11","18","1002","63","3.36","C 2.84","2135","1287","159","2289","109855"
"221","Richard Rajchel","US","Region 3","Midwest","140","18","5","7","59","57","16","3760","708","3.53","C 2.84","2375","1310","34","8292","129946"
"222","Gabe Blaisdell","US","Region 1","New York","691","41","10","10","43","176","17","22004","1575","3.96","C 2.84","2519","1313","2096","29875","180012"
"223","Gabriel Azevedo","US","Region 2","California Club","34","3","10","7","62","10","17","1194","10","4.24","C 2.83","2144","1350","58","2123","160013"
"224","Ben Constans","FR","Region 5","France","67","6","8","8","58","22","18","1950","135","4.79","C 2.83","2180","1439","184","3857","239857"
"225","Dariusz Bartoszek","PL","Region 4","Central-Eastern Europe","20","4","5","5","73","7","16","902","243","5.1","C 2.82","2206","543","158","1462","16420"
"226","Alex Millward","GB","Region 3","UK and I","53","5","9","7","57","17","16","1379","91","4.36","C 2.82","2170","1350","58","3044","54657"
"227","Daniel Conway","US","Region 2","Virginias","277","20","9","8","41","67","15","8133","775","5.66","C 2.81","2022","1332","406","11486","112669"
"228","Steven Bird2","GB","Region 3","UK and I","24","3","7","5","76","15","16","625","83","3.92","C 2.81","2278","1350","0","1827","389317"
"229","Mark Sauerbier","DE","Region 2","DE-AT-CH","28","6","9","7","67","13","19","584","84","2.14","C 2.79","2073","1350","58","1866","73281"
"230","André Policastro","BR","Region 3","Brazil","60","2","8","8","63","17","17","2107","17","3.18","C 2.78","2002","1221","29","3776","42866"
"231","Jonathan Johansson","SE","Region 1","Australia/NZ","65","10","8","6","67","20","13","2144","436","2.83","C 2.78","2107","1231","60","4358","47896"
"232","Theo Martin","FI","Region 5","Finland","56","1","5","9","56","20","20","1630","124","4.66","C 2.78","2168","1236","311","3142","134713"
"233","Andrew Wehrli Jr","US","Region 1","New York","315","36","7","8","54","80","15","9245","1484","5.19","C 2.78","2059","1350","927","17112","269199"
"234","Eric Tupper","US","Region 1","Mid-South","330","32","6","7","55","99","13","7169","827","2.79","C 2.77","2444","1350","945","18299","80065"
"235","Gleason Smith","US","N/A","New England","3176","174","10","9","53","581","15","130898","7880","6.4","C 2.76","2473","1361","4708","168401","191583"
"236","Hal McLamb","US","Region 1","Carolina","29","2","9","6","60","7","16","702","10","4.14","C 2.76","2015","1350","23","1738","212084"
"237","Trey W Craig","US","Region 1","Mid-South","631","76","8","8","52","184","16","23597","4314","5.45","C 2.75","2182","1364","2386","32936","46545"
"238","Travis Banks2","US","N/A","Georgia","137","2","8","7","52","21","14","5854","263","3.88","C 2.75","2022","1288","321","7089","175425"
"239","Randy Giroux","CA","Region 2","Canada","76","8","7","7","64","26","15","2197","147","4","C 2.75","2170","1334","128","4860","279136"
"240","Rafael Marquez","ES","Region 4","Iberia","89","6","6","7","72","28","16","2114","132","4.22","C 2.74","2876","1318","66","6440","21538"
"241","Rodrigo Vicente","BR","Region 3","Brazil","531","16","10","9","58","119","17","17361","755","3.34","C 2.74","2755","1302","1632","30900","145037"
"242","Miguel M Freitas","PT","Region 4","Iberia","19","1","8","6","73","7","18","652","21","3.11","C 2.74","2049","1350","49","1394","227079"
"243","Francisco Salazar","ES","Region 4","Iberia","116","8","8","8","56","33","17","3157","132","3.9","C 2.74","2208","1278","6","6529","230074"
"244","Simon Etheridge","GB","Region 3","UK and I","200","4","8","10","59","40","19","9930","508","4.54","C 2.74","2238","1245","718","11845","245810"
"245","Jessie Jensen","US","Region 4","Northwest","86","16","7","6","52","23","13","2860","525","4.35","C 2.73","2113","1345","42","4501","78502"
"246","Jon Newsom","US","Region 1","Mid-South","517","42","6","9","108","160","19","27711","3162","3.39","C 2.72","2249","1375","2623","56057","33329"
"247","Billy Green","US","Region 1","Mid-South","203","9","10","8","33","46","16","5510","290","7.58","C 2.72","2249","1092","184","6764","151219"
"248","Leandro S Schmidt","BR","Region 3","Brazil","234","18","8","10","52","54","18","8106","807","4.54","C 2.71","2178","1356","748","12208","82294"
"249","Reinaldo Llerena","US","N/A","Florida","29","4","8","6","65","16","16","950","124","4.69","C 2.71","2284","1276","71","1888","181242"
"250","Ricky Collard","GB","Region 3","UK and I","84","11","6","8","61","25","16","2736","459","4.56","C 2.71","2243","1304","114","5088","227705"
"251","Michael Kirkham2","AU","Region 1","Australia/NZ","72","11","7","7","51","19","13","1539","303","2.58","C 2.71","2088","1350","146","3681","240676"
"252","Shaun Fricker","AU","N/A","Australia/NZ","51","9","5","6","59","22","14","1207","189","4.14","C 2.71","2171","1279","124","3023","267134"
"253","Coy Pennington","US","Region 3","Texas","60","8","10","8","67","22","16","1495","214","4.13","C 2.71","2309","1350","117","4005","286598"
"254","Ryan Robinson2","US","N/A","California Club","207","37","6","8","67","77","15","5429","1081","2.88","C 2.70","2284","1303","813","13932","215701"
"255","Cody D Griffin","US","Region 1","Carolina","50","19","6","6","58","26","15","1114","412","4.94","C 2.70","2018","1350","12","2916","299648"
"256","Chad A. Kirk","US","Region 2","Virginias","1738","261","8","9","73","599","18","72581","15409","3.72","C 2.69","2503","1238","8192","126507","85682"
"257","Regan Tyler","NZ","Region 1","Australia/NZ","55","9","5","5","61","14","10","1064","190","2.65","C 2.69","2194","1350","174","3371","278739"
"258","Dylan Medicus","US","Region 1","Florida","599","39","9","11","69","144","20","23686","1439","6.32","C 2.69","2741","1350","306","41260","353466"
"259","Billy Rob","US","Region 1","Florida","84","8","10","10","72","27","21","3171","432","4.43","C 2.69","2424","1273","74","6046","362514"
"260","Brett Gardner3","US","Region 1","Mid-South","14","5","5","5","77","10","18","374","152","2.57","C 2.69","2028","1350","8","1081","386269"
"261","Matthew Silveri","US","Region 1","Carolina","323","11","10","8","53","49","14","13171","534","4.06","C 2.68","2134","1431","807","17135","81197"
"262","Bernardo Faria","BR","Region 3","Brazil","377","71","5","8","50","142","17","9548","2567","5.28","C 2.68","2278","1350","252","18835","105833"
"263","Michael Healey","NZ","Region 1","Australia/NZ","22","3","5","5","68","8","12","544","44","2.91","C 2.68","2080","1253","75","1505","173405"
"264","Romano Berinic","HR","N/A","Central-Eastern Europe","51","14","5","6","75","31","16","1462","514","2.86","C 2.68","2410","1280","104","3831","177755"
"265","Daniel Sollo","SE","N/A","Scandinavia","284","8","11","10","57","54","19","10494","521","5.23","C 2.68","2494","1295","2227","16313","216544"
"266","Dwayne Gourley","US","Region 1","Carolina","398","57","5","7","42","108","13","10721","2594","3.45","C 2.67","2118","1365","131","16649","184634"
"267","Yoshio Peguero","US","Region 1","Florida","54","2","8","8","57","13","17","1664","55","5.48","C 2.67","2187","1323","53","3059","259172"
"268","Travis George","CA","Region 2","Canada","746","46","6","8","52","154","14","27198","2224","4.32","C 2.67","2296","1350","925","39027","307928"
"269","Tyler DiVenanzo2","CA","Region 2","Canada","46","16","7","6","90","28","17","1589","431","3.59","C 2.67","2882","1321","96","4122","308464"
"270","Luis Perez Brauer","ES","Region 4","Iberia","18","3","7","6","77","10","19","419","57","3.28","C 2.67","2157","1334","13","1389","382335"
"271","Rick Savage","US","Region 4","Northwest","2894","271","10","9","104","1053","21","228773","24611","3.5","C 2.66","2582","1679","17228","300747","15651"
"272","Lucas Biron","CA","Region 2","Canada","199","12","7","9","61","43","17","5480","390","3.42","C 2.66","2196","1078","501","12101","146630"
"273","Robert Hartrum","US","Region 1","Mid-South","96","22","6","7","50","35","13","2052","556","2.75","C 2.66","2077","1350","306","4772","269604"
"274","Jeffery Town","US","Region 6","Michigan","51","5","8","8","53","15","16","1792","192","4.75","C 2.66","2111","1350","193","2722","422348"
"275","Diego Moraes","BR","Region 3","Brazil","691","16","9","10","74","121","19","25601","1207","3.85","C 2.65","2384","1230","2135","50954","119645"
"276","Javi Plata","ES","N/A","Iberia","80","4","8","10","58","29","20","2018","127","4.85","C 2.65","2183","1269","78","4630","225125"
"277","Brian Dunsmore","US","Region 1","New York","156","6","9","9","54","33","18","5848","222","5.71","C 2.65","2044","1350","160","8360","315652"
"278","Julien Rozet","FR","Region 5","France","27","1","4","5","74","6","10","1044","140","3.04","C 2.64","2024","1431","65","2003","16651"
"279","Eric Jones2","US","Region 2","Virginias","1068","52","9","9","57","252","17","44758","2719","5.02","C 2.64","2320","1688","3487","61137","48649"
"280","Jackson Callow","AU","Region 1","Australia/NZ","166","28","6","8","63","58","16","5771","1017","5.02","C 2.64","2558","1303","801","10460","308947"
"281","Scott Clark2","US","Region 1","California Club","911","64","7","7","60","212","14","37324","3084","3.33","C 2.63","2530","1500","2009","55082","58011"
"282","Scott King2","AU","Region 1","Australia/NZ","62","12","5","5","61","20","12","1575","430","2.81","C 2.63","2187","1350","157","3753","71906"
"283","Jordan Nockolds","AU","Region 1","Australia/NZ","77","16","7","6","69","26","12","1933","315","3.9","C 2.63","2505","1325","299","5333","127706"
"284","Nick Bennett","AU","Region 1","Australia/NZ","165","34","5","6","64","78","14","5574","1449","4.63","C 2.63","2271","1236","41","10587","173145"
"285","Mark Whitley","US","Region 1","Carolina","401","17","8","9","72","87","18","15032","632","3.76","C 2.63","2941","1363","1377","28689","232858"
"286","Matt Vaade","US","Region 2","Midwest","1257","146","7","7","55","346","13","41382","5630","2.95","C 2.62","2808","1308","4039","69624","18530"
"287","James Folds","US","N/A","Virginias","2413","250","6","8","49","621","15","70004","8645","5.22","C 2.62","2069","1304","2637","117430","98595"
"288","Jake Banwell","GB","N/A","UK and I","266","12","9","8","48","58","15","8175","403","3.6","C 2.62","2036","1290","862","12749","141938"
"289","Sergi Heras","ES","Region 4","Iberia","70","6","5","7","61","27","17","1424","67","3.5","C 2.62","2059","1244","0","4258","177295"
"290","Ryan Casteline","US","Region 1","Florida","223","24","8","8","58","62","16","6725","911","3.63","C 2.61","2582","1277","716","12828","65039"
"291","Keith Richey","US","Region 3","West","25","4","4","4","80","10","12","644","103","1.92","C 2.61","2369","1317","130","1989","120395"
"292","Gilles Le Blanc","NL","Region 2","Canada","215","17","8","8","45","50","15","6836","422","3.61","C 2.61","2032","1193","925","9748","242569"
"293","Mark Hicks","US","Region 1","Carolina","56","8","5","6","68","18","14","2287","376","5.54","C 2.61","2505","1418","191","3789","415751"
"294","Ross Banfield","US","N/A","Virginias","230","7","11","10","48","50","20","9364","282","4.3","C 2.60","2483","1311","651","10933","114293"
"295","William J Harrison","GB","Region 3","UK and I","148","9","12","8","51","40","16","2892","140","4.28","C 2.60","2085","1350","27","7601","179802"
"296","Mitchell Ciolac","AU","Region 1","Australia/NZ","197","23","8","8","52","54","17","5854","630","3.95","C 2.60","2470","1265","606","10167","185016"
"297","Chris Taylor11","US","Region 1","Mid-South","805","30","14","10","49","163","18","27618","961","4.8","C 2.60","2068","1350","507","39224","251463"
"298","Thomas O'Regan","GB","Region 3","UK and I","32","3","8","7","73","14","18","1021","121","3.56","C 2.60","2272","1350","33","2335","402780"
"299","John Manley","GB","N/A","UK and I","85","8","8","8","62","22","17","2245","156","3.82","C 2.59","2200","1350","89","5255","193141"
"300","Josue Morado Manriquez","MX","Region 7","Hispanoamérica","83","6","6","6","62","32","15","2531","176","4.66","C 2.58","2205","1350","243","5120","223800"
"301","Carles Alvarez Benedi","ES","N/A","Iberia","106","1","9","10","54","34","20","4124","246","5.11","C 2.58","2169","1362","176","5718","244285"
"302","Alexander Bird","AU","N/A","Australia/NZ","51","6","7","6","70","23","16","1643","360","3.96","C 2.58","2529","1350","158","3563","256071"
"303","Nick Lenney","US","Region 2","Ohio","49","6","6","7","49","18","14","999","119","3.08","C 2.58","2022","1350","171","2408","269154"
"304","Thomas C Carberry","US","Region 6","New Jersey","137","6","8","8","59","20","14","3610","161","3.82","C 2.58","2080","1350","283","8041","276344"
"305","Walker Greene","US","Region 3","Georgia","125","4","10","10","62","24","20","4797","127","5.35","C 2.58","2298","1350","236","7722","378749"
"306","darren Fraser","GB","Region 3","UK and I","91","3","7","8","58","28","17","2677","162","3.81","C 2.57","2088","1350","0","5264","75645"
"307","Josh Piccione","US","Region 3","Indiana","15","6","3","4","76","10","11","554","277","0.93","C 2.57","2074","1370","0","1146","78080"
"308","Ton Van Egmond","NL","Region 5","Benelux","97","9","10","9","51","29","18","2684","222","5.15","C 2.57","2048","1274","298","4982","212992"
"309","Robert Czub","US","Region 2","California Club","553","77","7","8","60","186","15","18089","2585","3.86","C 2.57","2914","1350","1267","33079","352906"
"310","Marco van Straalen","NL","Region 5","Benelux","100","15","7","7","57","27","13","3353","519","2.97","C 2.56","2192","1528","273","5719","64853"
"311","Brett Osmond","US","Region 5","New England","193","19","8","9","50","58","16","5914","954","3.87","C 2.56","2095","1350","202","9578","351455"
"312","Davey Lamont","US","Region 1","Carolina","546","68","6","8","46","143","15","18965","3162","5.23","C 2.55","2260","1332","785","24969","74497"
"313","Weston Newell","US","Region 4","Great Plains","247","12","7","7","65","57","15","6792","303","3.36","C 2.55","2466","1436","800","16024","257233"
"314","Kevin Mulreed","US","Region 5","New England","309","13","9","11","59","64","21","11125","602","5.62","C 2.55","2028","1294","281","18243","319549"
"315","Kyle Hathaway","US","Region 1","New York","64","11","7","7","55","28","16","1449","181","4.28","C 2.55","2101","1285","18","3522","345839"
"316","Derek Cash","US","Region 3","Midwest","986","190","9","8","111","431","17","50844","10729","3.63","C 2.54","2840","1750","5350","109235","20838"
"317","James Floyd III","US","Region 1","Mid-South","3090","265","10","9","87","996","18","131211","10260","3.85","C 2.54","2555","1302","14491","268685","82688"
"318","Mack Bakkum","NL","N/A","Benelux","142","14","8","9","57","47","17","3566","547","3.94","C 2.54","2691","1305","583","8045","116848"
"319","Nathan Norman","AU","Region 1","Australia/NZ","136","9","6","6","74","41","13","3316","314","2.52","C 2.54","2645","1350","547","10130","117777"
"320","Andrew Gilliam","AU","Region 1","Australia/NZ","160","27","6","8","55","52","16","4109","565","4.81","C 2.54","2300","1383","32","8778","178370"
"321","Sam Fitzpatrick","GB","N/A","UK and I","63","8","6","6","59","24","15","1832","165","4.27","C 2.54","2228","1355","21","3736","230733"
"322","Joseph Cipriano2","US","Region 5","New England","76","15","5","6","72","23","12","2567","661","2.25","C 2.53","2076","1340","212","5468","38001"
"323","Simon Zajac","AU","Region 1","Australia/NZ","84","13","5","6","60","31","14","2528","509","3.32","C 2.53","2629","1284","60","5059","141102"
"324","Dan Rasch","US","Region 3","Texas","161","6","8","7","59","22","13","6649","238","3.27","C 2.52","2261","1336","221","9564","37856"
"325","Rocco V Procaccini","US","Region 6","New Jersey","104","2","9","8","59","25","15","3798","180","4.3","C 2.52","2503","1350","782","6089","353226"
"326","Glen Reen","US","Region 7","Massachusetts","122","10","7","7","53","33","13","4754","651","4.94","C 2.51","2031","1209","310","6510","44344"
"327","Cody Dutton","US","Region 2","Virginias","3547","452","10","9","97","1242","19","154910","19066","4.42","C 2.51","2671","1305","18641","342643","65222"
"328","Alex Tunnicliffe","NZ","Region 1","Australia/NZ","57","3","7","6","58","20","15","1782","96","4.49","C 2.51","2186","1350","58","3329","335182"
"329","Justin O'Connor","AU","Region 1","Australia/NZ","497","37","10","9","53","116","16","20738","1496","3.87","C 2.50","2250","1400","1833","26371","50624"
"330","Sonny Cervelli","US","Region 1","California Club","714","124","9","9","48","241","17","20334","4538","4.75","C 2.50","2358","1286","1689","34112","64840"
"331","Victor Bukovetsky","UA","Region 4","Central-Eastern Europe","615","39","9","9","60","151","17","19411","1267","3.66","C 2.50","2387","1289","2599","36705","151553"
"332","Josh Kossek","US","N/A","Carolina","545","87","7","9","43","163","16","14938","3778","6.3","C 2.50","2736","1279","344","23680","257446"
"333","Brent Genner","AU","Region 1","Australia/NZ","45","4","8","7","61","16","16","1177","163","3.76","C 2.50","2090","1350","66","2740","352670"
"334","Ryan Laatsch","US","Region 3","Midwest","726","70","7","9","50","185","16","25355","3186","5.68","C 2.50","2712","1350","676","36344","359393"
"335","Kyle Heckman3","US","Region 1","California Club","290","35","8","8","68","101","16","10754","1752","3.58","C 2.49","2819","1653","1303","19828","41449"
"336","Aiden Maynard","CA","Region 2","Canada","121","12","7","8","39","34","16","3076","519","5.83","C 2.49","2011","1350","64","4718","258381"
"337","Octavio Rondoletto","AR","N/A","Hispanoamérica","684","38","12","11","63","166","21","24694","1224","5.6","C 2.49","2460","1316","3207","42954","284488"
"338","Gines Ruiz Nuñez","ES","N/A","Iberia","48","5","9","8","64","20","18","1282","104","4.44","C 2.49","2124","1350","116","3063","302826"
"339","Artur Vieira","BR","Region 3","Brazil","289","9","8","8","56","55","15","11197","406","4.2","C 2.48","2150","1299","543","16265","52763"
"340","Tanner Berryhill","US","Region 5","Great Plains","154","15","6","6","63","37","12","5658","711","3.73","C 2.48","2160","1398","201","9767","57570"
"341","Kirill Kolobuxov","RU","Region 4","Central-Eastern Europe","40","1","9","8","60","12","18","962","17","4.3","C 2.48","2045","1350","65","2411","329240"
"342","Patrick Hubert","CA","Region 2","Canada","3360","503","7","6","69","1143","13","118198","18060","3.23","C 2.47","2085","1122","10551","233399","90751"
"343","James R Williams","GB","Region 3","UK and I","73","7","7","6","59","20","15","1876","117","3.42","C 2.47","2012","1239","1","4300","104594"
"344","gary Bailey2","GB","N/A","UK and I","435","42","11","9","41","118","16","12883","1546","3.55","C 2.47","2104","1360","1400","17732","106073"
"345","Matias Canapino","AR","N/A","Hispanoamérica","190","26","8","9","47","62","18","4517","815","4.62","C 2.47","2004","1330","195","8906","197077"
"346","Blake Durflinger","US","Region 5","Illinois","286","28","6","7","58","79","13","6119","697","3.05","C 2.47","2392","1350","851","16607","273972"
"347","Rick Redig-Tackman","US","Region 3","Midwest","161","5","8","9","46","29","17","5817","422","5.47","C 2.47","2072","1350","250","7384","297334"
"348","Tyler DeZubay","US","Region 1","Carolina","75","3","9","9","56","20","19","1999","44","3.93","C 2.47","2047","1350","60","4197","310969"
"349","Matt Kingston","CA","N/A","Canada","566","29","11","9","69","108","18","22406","1029","4.1","C 2.46","2546","1360","1929","39156","71652"
"350","Bryson Murray","US","Region 1","Carolina","434","60","7","7","44","114","13","14235","2443","4.52","C 2.46","2043","1335","467","19041","79193"
"351","Olivier Bédard","CA","Region 2","Canada","27","2","8","4","76","14","16","1010","51","4.74","C 2.46","2448","1350","11","2046","82299"
"352","Trey Osborne","US","Region 2","Ohio","285","10","10","9","56","66","17","9229","485","4.51","C 2.46","2626","1168","609","15937","83440"
"353","Alexis Acerbo","AR","N/A","Hispanoamérica","134","10","9","10","56","23","19","4585","394","5.16","C 2.46","2480","1304","273","7483","263362"
"354","Matthew Dula","US","Region 2","Ohio","72","5","8","9","58","17","18","2817","176","5.57","C 2.46","2274","1350","212","4193","395941"
"355","Mike Carr","US","N/A","New Jersey","2197","377","9","11","64","780","20","87229","18851","4.01","C 2.45","2300","1438","12339","139714","75948"
"356","Maximilian Righetti","US","Region 2","Ohio","111","14","6","8","54","39","16","3056","548","4.01","C 2.45","2218","1294","31","5961","218035"
"357","AJ Lewis","AU","Region 1","Australia/NZ","920","91","7","7","50","241","12","27563","3060","3.63","C 2.45","2009","1199","2183","45775","289203"
"358","Kevin Donahue","US","Region 4","Great Plains","490","58","8","8","52","130","15","17470","2460","2.96","C 2.44","2769","1250","1278","25703","47394"
"359","Andrew McLaughlin","US","Region 5","New England","1332","105","7","7","52","344","14","55440","5806","4.71","C 2.44","2083","1320","3089","68671","55636"
"360","Brayden Habermehl","US","Region 2","Ohio","597","37","9","9","67","172","18","17834","965","4.08","C 2.44","2624","1230","1483","40236","200267"
"361","Koen Bevers","BE","Region 5","Benelux","146","9","8","9","53","38","17","5052","293","5.33","C 2.44","2052","1350","154","7771","357916"
"362","Kousuke Takami","JP","Region 7","Asia","22","2","6","6","65","12","16","656","61","4.68","C 2.44","2041","1298","13","1432","359368"
"363","Joel K Chigavazira","AU","Region 1","Australia/NZ","426","22","8","9","54","92","16","12087","773","2.25","C 2.43","2853","1166","1306","22913","176340"
"364","Brandon Setzer","US","Region 1","Carolina","105","18","6","9","73","36","17","3608","756","4.04","C 2.43","2166","1350","342","7636","284393"
"365","Peter J Hutchings","US","Region 1","Mid-South","33","4","8","8","63","13","19","854","75","4.15","C 2.43","2102","1350","15","2092","395909"
"366","Blake Brown","US","Region 3","Midwest","1642","364","8","7","96","819","16","77326","14105","3.6","C 2.42","2169","1562","8842","157689","24652"
"367","Simon Joel Smith","AU","Region 1","Australia/NZ","128","11","7","7","55","46","14","2838","255","3.94","C 2.42","2337","1260","151","7034","163368"
"368","Rikardo R. Galarreta","ES","N/A","Iberia","115","3","8","7","52","19","14","3697","87","3.96","C 2.42","2048","773","55","5988","190782"
"369","ThibauIt Cazaubon","FR","N/A","France","99","15","7","9","62","34","18","2464","414","5.33","C 2.42","2370","1350","184","6132","259949"
"370","Trent Laves","AU","Region 1","Australia/NZ","55","22","4","5","69","29","11","1245","542","2.91","C 2.42","2412","1336","248","3769","272958"
"371","Guillem Escuder","ES","N/A","Iberia","36","2","7","7","63","11","17","1030","27","3.67","C 2.41","2048","1220","30","2271","177954"
"372","Kieran Harrison","GB","Region 3","UK and I","51","13","5","7","64","22","17","1253","308","4.08","C 2.41","2360","1350","69","3254","291217"
"373","Patrick L Solari","US","Region 2","Virginias","27","6","8","6","62","10","16","835","122","4.52","C 2.41","2000","1350","46","1684","323719"
"374","Christopher Bowlin2","US","Region 1","Mid-South","103","12","7","8","48","31","16","3092","508","5.07","C 2.41","2055","1350","74","4949","333924"
"375","Jaime Osborne","US","Region 4","Northwest","27","7","5","6","61","11","15","981","272","3.41","C 2.40","2049","1287","48","1642","164445"
"376","Timo de Graaff","NL","Region 5","Benelux","47","13","6","8","58","22","17","978","334","4.89","C 2.40","2197","1350","76","2731","357702"
"377","Christopher Cooper2","US","Region 1","Carolina","86","9","9","7","63","27","16","2915","271","4.01","C 2.40","2601","1350","31","5448","410928"
"378","Stefan Parsons","US","Region 1","Carolina","149","18","7","10","69","54","19","5104","988","4.67","C 2.39","2249","1293","576","10354","60040"
"379","Justin L Brown","US","N/A","New York","663","122","6","7","55","246","14","18765","4533","3.82","C 2.39","2776","1221","2148","36442","142108"
"380","Devon Peters","CA","N/A","Canada","43","0","9","6","65","10","14","1294","0","3.19","C 2.39","2078","1350","76","2787","163129"
"381","Daniel Helm","US","Region 3","Texas","70","9","7","7","62","30","16","2374","307","3.61","C 2.39","2006","1336","60","4368","257654"
"382","Jordan Valdes2","US","Region 2","Virginias","1120","95","11","10","74","331","19","41684","4979","5.36","C 2.39","2296","1350","1210","82541","328813"
"383","Perry Duvall","US","Region 3","West","711","61","6","8","69","184","15","23779","2751","3.26","C 2.38","2940","1331","2484","49357","33848"
"384","Andrey Grishin","RU","N/A","Central-Eastern Europe","452","6","11","9","54","72","18","15512","189","4.84","C 2.38","2524","1235","836","24408","135035"
"385","Matti Kaidesoja","FI","N/A","Finland","14","4","3","3","79","9","13","490","145","4.14","C 2.38","2114","1288","59","1111","222130"
"386","Garrett Ryan Dorsey","US","Region 4","Pennsylvania","306","9","9","11","78","78","21","11470","559","3.84","C 2.38","2816","1241","1544","23988","255316"
"387","Ryan    Preece","US","Region 5","New England","241","42","10","8","66","81","16","9123","1384","3.91","C 2.37","2061","1339","1234","15876","17984"
"388","Ben Crump","US","Region 4","Great Plains","163","16","8","8","47","58","17","3318","247","4.87","C 2.37","2012","1350","5","7675","228546"
"389","Mason A. Diaz","US","Region 2","Virginias","620","69","7","8","67","186","16","23460","3175","4.83","C 2.36","2948","1220","1966","41311","82790"
"390","Tyler Jordan","US","Region 5","New England","948","51","8","8","52","215","15","32166","2178","4.17","C 2.36","2144","1219","1594","48883","84712"
"391","Blake Rowe","US","Region 6","Michigan","240","17","8","9","75","55","18","8277","641","3.92","C 2.36","2543","1218","875","18038","157361"
"392","Patrick Veenstra","NL","Region 5","Benelux","42","3","7","7","61","18","16","1466","167","5.02","C 2.36","2081","1350","408","2551","315300"
"393","Noel Caceres","ES","Region 4","Iberia","87","7","5","8","60","28","16","2351","248","3.99","C 2.35","2141","1187","158","5229","156721"
"394","Kaleb Montgomery","US","Region 2","California Club","319","21","6","6","82","76","12","7701","541","3.12","C 2.34","2830","1451","1116","26068","268743"
"395","Peter Bürger","BR","N/A","DE-AT-CH","126","5","12","9","61","30","19","3140","129","4.84","C 2.34","2679","1350","33","7678","334418"
"396","Jordan Madren","US","Region 1","Carolina","185","7","8","8","55","49","17","5961","502","5.79","C 2.34","2363","1304","60","10234","379909"
"397","Alexander Trishin","RU","N/A","Central-Eastern Europe","40","1","8","8","60","17","18","913","16","4.63","C 2.33","2005","1350","110","2419","142631"
"398","Cem Bolukbasi","DE","Region 7","International Club","53","5","9","7","60","20","16","1045","91","3.43","C 2.33","2010","1235","0","3163","148387"
"399","Enrique Contreras Torres","MX","Region 7","Mexico","1557","193","9","8","47","466","16","40170","5421","6.93","C 2.33","2262","1301","6925","73512","158299"
"400","Barry Morrison","GB","N/A","UK and I","50","4","8","7","68","20","18","1602","171","6.12","C 2.33","2354","1303","31","3380","203462"
"401","Cor Heim","US","Region 3","Georgia","65","19","7","10","94","33","23","2956","1053","5.18","C 2.33","2939","1350","306","6088","259594"
